cName,cNo,semester,year,dueDate,studentID,score,graderID
Database Systems,CS377,Spring,2021,2021-02-27,RxNqRHaaoI,63,JulFHBBgP9
Database Systems,CS377,Spring,2021,2021-02-27,v9ksRoAENe,81,JulFHBBgP9
Database Systems,CS377,Spring,2021,2021-02-27,WVztzxaqG1,78,JulFHBBgP9
Database Systems,CS377,Spring,2021,2021-02-27,xshALL98rR,63,JulFHBBgP9
Database Systems,CS377,Spring,2021,2021-02-09,8uv1aK9btU,84,JulFHBBgP9
Database Systems,CS377,Spring,2021,2021-02-09,AnRRwDoMFm,77,JulFHBBgP9
Database Systems,CS377,Spring,2021,2021-02-09,cp5asEx6KR,69,JulFHBBgP9
Database Systems,CS377,Spring,2021,2021-02-09,EIBGkZJ8LU,65,JulFHBBgP9
Database Systems,CS377,Spring,2021,2021-02-09,fe20lUruvB,75,JulFHBBgP9
Database Systems,CS377,Spring,2021,2021-02-09,I8k5HwpLlU,91,JulFHBBgP9
Database Systems,CS377,Spring,2021,2021-02-09,k4hG2bKBi2,69,JulFHBBgP9
Database Systems,CS377,Spring,2021,2021-02-09,kJQAvxlegv,69,JulFHBBgP9
Database Systems,CS377,Spring,2021,2021-02-09,l8Ck5AEii7,46,JulFHBBgP9
Database Systems,CS377,Spring,2021,2021-02-09,MMNPTkNHZg,71,JulFHBBgP9
Database Systems,CS377,Spring,2021,2021-02-09,nlNo3Ifie2,96,JulFHBBgP9
Database Systems,CS377,Spring,2021,2021-02-09,OhfDW5FQet,96,JulFHBBgP9
Database Systems,CS377,Spring,2021,2021-02-09,pAA8hhbaAf,48,JulFHBBgP9
Database Systems,CS377,Spring,2021,2021-02-09,qjAClhRo8T,47,JulFHBBgP9
Database Systems,CS377,Spring,2021,2021-02-09,QVsfnLS8nP,61,JulFHBBgP9
Database Systems,CS377,Spring,2021,2021-02-09,RwKSObZt8b,80,JulFHBBgP9
Database Systems,CS377,Spring,2021,2021-02-09,RxNqRHaaoI,77,JulFHBBgP9
Database Systems,CS377,Spring,2021,2021-02-09,v9ksRoAENe,90,JulFHBBgP9
Database Systems,CS377,Spring,2021,2021-02-09,WVztzxaqG1,51,JulFHBBgP9
Database Systems,CS377,Spring,2021,2021-02-09,xshALL98rR,80,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-09,2ruNWPmicg,98,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-09,5xTn7laQAz,78,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-09,9mCMQL1myp,81,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-09,aKtF7xlCj,142,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-09,erGZXNCSa8,109,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-09,g0aGB2MNq6,54,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-09,Ki437ImMiB,95,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-09,OcbMCqoATE,57,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-09,P80TDV5kec,142,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-09,PiQvBSPut9,114,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-09,pSE2USVUGe,85,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-09,tmt3aPs20s,144,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-09,UPLEFa48ob,99,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-09,UX8dL9oWOH,114,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-09,uZfhzJCf3Q,124,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-09,VkA4Ln4RP8,135,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-09,vMCwbZJ5UI,77,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-09,Vv5mvmR93y,61,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-09,WJrWAidLZ5,97,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-02,2ruNWPmicg,93,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-02,5xTn7laQAz,46,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-02,9mCMQL1myp,48,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-02,aKtF7xlCj,47,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-02,erGZXNCSa8,86,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-02,g0aGB2MNq6,45,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-02,Ki437ImMiB,62,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-02,OcbMCqoATE,77,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-02,P80TDV5kec,56,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-02,PiQvBSPut9,59,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-02,pSE2USVUGe,51,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-02,tmt3aPs20s,96,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-02,UPLEFa48ob,90,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-02,UX8dL9oWOH,62,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-02,uZfhzJCf3Q,47,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-02,VkA4Ln4RP8,93,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-02,vMCwbZJ5UI,85,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-02,Vv5mvmR93y,87,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-05-02,WJrWAidLZ5,74,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-15,2ruNWPmicg,49,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-15,5xTn7laQAz,95,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-15,9mCMQL1myp,72,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-15,aKtF7xlCj,63,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-15,erGZXNCSa8,68,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-15,g0aGB2MNq6,87,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-15,Ki437ImMiB,51,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-15,OcbMCqoATE,82,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-15,P80TDV5kec,67,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-15,PiQvBSPut9,71,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-15,pSE2USVUGe,70,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-15,tmt3aPs20s,66,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-15,UPLEFa48ob,84,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-15,UX8dL9oWOH,56,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-15,uZfhzJCf3Q,55,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-15,VkA4Ln4RP8,65,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-15,vMCwbZJ5UI,93,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-15,Vv5mvmR93y,59,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-15,WJrWAidLZ5,97,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-03,2ruNWPmicg,66,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-03,5xTn7laQAz,92,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-03,9mCMQL1myp,97,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-03,aKtF7xlCj,91,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-03,erGZXNCSa8,90,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-03,g0aGB2MNq6,82,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-03,Ki437ImMiB,83,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-03,OcbMCqoATE,92,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-03,P80TDV5kec,53,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-03,PiQvBSPut9,78,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-03,pSE2USVUGe,96,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-03,tmt3aPs20s,60,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-03,UPLEFa48ob,86,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-03,UX8dL9oWOH,74,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-03,uZfhzJCf3Q,86,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-03,VkA4Ln4RP8,52,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-03,vMCwbZJ5UI,99,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-03,Vv5mvmR93y,79,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-04-03,WJrWAidLZ5,90,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-29,2ruNWPmicg,48,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-29,5xTn7laQAz,54,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-29,9mCMQL1myp,73,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-29,aKtF7xlCj,93,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-29,erGZXNCSa8,49,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-29,g0aGB2MNq6,69,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-29,Ki437ImMiB,53,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-29,OcbMCqoATE,78,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-29,P80TDV5kec,57,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-29,PiQvBSPut9,70,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-29,pSE2USVUGe,47,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-29,tmt3aPs20s,63,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-29,UPLEFa48ob,81,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-29,UX8dL9oWOH,83,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-29,uZfhzJCf3Q,46,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-29,VkA4Ln4RP8,70,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-29,vMCwbZJ5UI,68,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-29,Vv5mvmR93y,87,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-29,WJrWAidLZ5,86,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-09,2ruNWPmicg,83,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-09,5xTn7laQAz,92,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-09,9mCMQL1myp,63,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-09,aKtF7xlCj,99,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-09,erGZXNCSa8,69,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-09,g0aGB2MNq6,79,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-09,Ki437ImMiB,67,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-09,OcbMCqoATE,47,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-09,P80TDV5kec,80,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-09,PiQvBSPut9,94,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-09,pSE2USVUGe,53,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-09,tmt3aPs20s,67,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-09,UPLEFa48ob,90,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-09,UX8dL9oWOH,59,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-09,uZfhzJCf3Q,98,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-09,VkA4Ln4RP8,92,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-09,vMCwbZJ5UI,69,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-09,Vv5mvmR93y,89,JulFHBBgP9
Database Systems,CS377,Spring,2020,2020-02-09,WJrWAidLZ5,93,JulFHBBgP9
Database Systems,CS377,Spring,2019,2019-05-06,0nYGfSzH52,58,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-06,4D8d5NFQey,48,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-06,8BdlWK9mvn,74,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-06,A1Kcf8Z1u3,94,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-06,aDQQtN7BnB,93,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-06,ECk9NPOnC1,51,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-06,F8SGo1rfbJ,53,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-06,hEp6l3yRkB,66,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-06,ixYZCGpl5D,21,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-06,JEdJCRTwMu,40,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-06,LbOIaCTwOR,54,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-06,Q5zYQSo07T,66,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-06,qSaWq5Khmt,44,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-06,Rjuqf7P3nX,59,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-06,s8jX7v1r9L,52,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-06,stB2damzF1,38,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-06,tmil3gYi8I,90,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-06,vrSPzDaBog,40,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-06,w4xX1lvTG7,93,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-06,yVEE6glmyP,82,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-03,0nYGfSzH52,45,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-03,4D8d5NFQey,35,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-03,8BdlWK9mvn,96,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-03,A1Kcf8Z1u3,58,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-03,aDQQtN7BnB,62,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-03,ECk9NPOnC1,86,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-03,F8SGo1rfbJ,36,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-03,hEp6l3yRkB,97,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-03,ixYZCGpl5D,57,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-03,JEdJCRTwMu,47,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-03,LbOIaCTwOR,72,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-03,Q5zYQSo07T,91,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-03,qSaWq5Khmt,68,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-03,Rjuqf7P3nX,67,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-03,s8jX7v1r9L,27,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-03,stB2damzF1,43,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-03,tmil3gYi8I,42,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-03,vrSPzDaBog,46,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-03,w4xX1lvTG7,62,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-05-03,yVEE6glmyP,70,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-04-25,0nYGfSzH52,20,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-04-25,4D8d5NFQey,29,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-04-25,8BdlWK9mvn,78,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-04-25,A1Kcf8Z1u3,66,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-04-25,aDQQtN7BnB,51,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-04-25,ECk9NPOnC1,61,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-04-25,F8SGo1rfbJ,70,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-04-25,hEp6l3yRkB,68,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-04-25,ixYZCGpl5D,70,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-04-25,JEdJCRTwMu,21,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-04-25,LbOIaCTwOR,93,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-04-25,Q5zYQSo07T,53,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-04-25,qSaWq5Khmt,44,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-04-25,Rjuqf7P3nX,85,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-04-25,s8jX7v1r9L,84,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-04-25,stB2damzF1,34,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-04-25,tmil3gYi8I,25,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-04-25,vrSPzDaBog,72,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-04-25,w4xX1lvTG7,48,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-04-25,yVEE6glmyP,45,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-04-18,0nYGfSzH52,25,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-04-18,4D8d5NFQey,38,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-04-18,8BdlWK9mvn,100,fC8CoZyN8g
Database Systems,CS377,Spring,2019,2019-04-18,A1Kcf8Z1u3,98,fC8CoZyN8g
